epoch, time, loss1, loss2, loss3, loss4, total_loss
0, 2.237, 0.8689284325, 0.0000420174, 0.0007598018, 6.4195179939, 0.8697302341
1, 3.495, 0.7335407734, 0.0001672128, 0.0071824924, 6.2871108055, 0.7408904433
2, 3.691, 0.6688257456, 0.0014723164, 0.0090254042, 6.3128428459, 0.6793234348
3, 4.049, 0.7213643193, 0.0033725454, 0.0112261511, 6.3072376251, 0.7359630466
4, 4.220, 0.6797028184, 0.0048350096, 0.0120579377, 6.3187608719, 0.6965957880
5, 4.524, 0.5888459086, 0.0053442423, 0.0105115809, 6.3542737961, 0.6047017574
6, 4.831, 0.4742951691, 0.0056390865, 0.0080944188, 6.3605928421, 0.4880286753
7, 5.005, 0.5672991872, 0.0058913953, 0.0048914463, 6.3477506638, 0.5780820251
8, 5.224, 0.5978514552, 0.0056132022, 0.0021887254, 6.3062624931, 0.6056534052
9, 5.389, 0.4723480642, 0.0077436548, 0.0036637310, 6.3016939163, 0.4837554395
10, 5.578, 0.4028927982, 0.0090519181, 0.0048469994, 6.3259582520, 0.4167917073
11, 5.766, 0.4094794989, 0.0095723206, 0.0043489402, 6.3069186211, 0.4234007597
12, 5.958, 0.3872027993, 0.0099153593, 0.0035700856, 6.2890262604, 0.4006882310
13, 6.136, 0.3521579802, 0.0109745217, 0.0041999179, 6.3337192535, 0.3673324287
14, 6.306, 0.3071740568, 0.0119501045, 0.0048902011, 6.3239803314, 0.3240143657
15, 6.492, 0.3339170516, 0.0124382442, 0.0044842656, 6.3584051132, 0.3508395553
16, 6.732, 0.3296482563, 0.0132507887, 0.0043853326, 6.3385195732, 0.3472843766
17, 6.903, 0.2907656431, 0.0138323633, 0.0035990844, 6.3830485344, 0.3081970811
18, 7.150, 0.2740882039, 0.0144383609, 0.0034959696, 6.3667292595, 0.2920225263
19, 7.511, 0.2729293704, 0.0146377403, 0.0027252773, 6.3386564255, 0.2902923822
20, 7.724, 0.2534121275, 0.0153279705, 0.0028795260, 6.3703184128, 0.2716196179
21, 7.949, 0.2390787750, 0.0160271786, 0.0029828551, 6.3514828682, 0.2580887973
22, 8.275, 0.2168525010, 0.0164145268, 0.0024879670, 6.4180808067, 0.2357549965
23, 8.701, 0.2249171883, 0.0164135359, 0.0019242958, 6.3487458229, 0.2432550192
24, 8.889, 0.2152852863, 0.0171165410, 0.0027194410, 6.3821578026, 0.2351212800
25, 9.181, 0.1926923990, 0.0177328903, 0.0028370908, 6.3538041115, 0.2132623792
26, 9.377, 0.1716454476, 0.0180012956, 0.0017906197, 6.3414006233, 0.1914373636
27, 9.581, 0.1846843362, 0.0181938019, 0.0013533200, 6.3130435944, 0.2042314559
28, 9.767, 0.1854653358, 0.0187725499, 0.0015120308, 6.2941427231, 0.2057499141
29, 9.934, 0.1672576964, 0.0190559588, 0.0018476174, 6.2886357307, 0.1881612837
30, 10.099, 0.1705571562, 0.0191664789, 0.0018269989, 6.3382229805, 0.1915506423
31, 10.280, 0.1683156639, 0.0190508813, 0.0013246966, 6.3392920494, 0.1886912435
32, 10.500, 0.1469858438, 0.0192731675, 0.0012078923, 6.3342294693, 0.1674668938
33, 10.815, 0.1415292919, 0.0194615144, 0.0011877225, 6.3921132088, 0.1621785313
34, 11.001, 0.1378104538, 0.0194365084, 0.0010464733, 6.3775281906, 0.1582934409
35, 11.178, 0.1326966882, 0.0192189328, 0.0007897093, 6.3572731018, 0.1527053267
36, 11.349, 0.1310269237, 0.0190322697, 0.0006489014, 6.3235349655, 0.1507080942
37, 11.520, 0.1330776364, 0.0191182755, 0.0005731183, 6.3309922218, 0.1527690291
38, 11.695, 0.1296034157, 0.0191780869, 0.0006390528, 6.3428425789, 0.1494205594
39, 11.870, 0.1261987686, 0.0190615933, 0.0005776504, 6.3402791023, 0.1458380073
40, 12.069, 0.1145788953, 0.0188846737, 0.0004973300, 6.3274369240, 0.1339608878
41, 12.290, 0.1213785857, 0.0188043062, 0.0004427956, 6.3593559265, 0.1406257004
42, 12.480, 0.1221136674, 0.0188508220, 0.0004282181, 6.3109250069, 0.1413927078
43, 12.638, 0.1145436540, 0.0188476089, 0.0004209881, 6.3095197678, 0.1338122487
44, 12.827, 0.1112046838, 0.0186874233, 0.0004115515, 6.3276147842, 0.1303036660
45, 13.049, 0.1118347496, 0.0183795914, 0.0003611590, 6.3215365410, 0.1305754930
46, 13.219, 0.1085110679, 0.0181843825, 0.0003006345, 6.3311095238, 0.1269960850
47, 13.467, 0.1177905947, 0.0180368815, 0.0002625303, 6.2982773781, 0.1360900104
48, 13.688, 0.1019226164, 0.0179865919, 0.0002755820, 6.3436317444, 0.1201847941
49, 14.101, 0.1019340008, 0.0178697556, 0.0003163945, 6.2923469543, 0.1201201528
50, 14.415, 0.1048567817, 0.0177944582, 0.0002838933, 6.3275351524, 0.1229351386
51, 14.590, 0.1003637761, 0.0176559947, 0.0002167417, 6.3076047897, 0.1182365194
52, 14.842, 0.1040512547, 0.0174883287, 0.0002038409, 6.3209991455, 0.1217434257
53, 15.017, 0.0974447131, 0.0174755640, 0.0001899594, 6.3258581161, 0.1151102334
54, 15.236, 0.0966446921, 0.0174478889, 0.0001972297, 6.3356046677, 0.1142898127
55, 15.508, 0.0984938741, 0.0173273552, 0.0002007007, 6.3026795387, 0.1160219312
56, 15.965, 0.1005906090, 0.0172629002, 0.0001908150, 6.2838153839, 0.1180443242
57, 16.182, 0.1008575410, 0.0172892287, 0.0001809819, 6.2666244507, 0.1183277518
58, 16.379, 0.0955566019, 0.0172583591, 0.0001772410, 6.2525401115, 0.1129922047
59, 16.594, 0.0900046751, 0.0172620807, 0.0001497853, 6.2814550400, 0.1074165404
60, 16.795, 0.1004726812, 0.0172540136, 0.0001519895, 6.3415193558, 0.1178786904
61, 17.028, 0.0889982060, 0.0171010643, 0.0001226425, 6.3170523643, 0.1062219143
62, 17.237, 0.0924963802, 0.0168924853, 0.0001277465, 6.3348131180, 0.1095166132
63, 17.466, 0.0860706046, 0.0167583730, 0.0001300819, 6.3041553497, 0.1029590592
64, 17.713, 0.0902562961, 0.0167469196, 0.0001431994, 6.2923574448, 0.1071464121
65, 17.936, 0.0853944719, 0.0167093761, 0.0001664779, 6.3606119156, 0.1022703201
66, 18.204, 0.0925020874, 0.0166224018, 0.0001443886, 6.3474001884, 0.1092688814
67, 18.521, 0.0859615207, 0.0164000504, 0.0001025888, 6.2964854240, 0.1024641618
68, 18.857, 0.0920665711, 0.0162254684, 0.0001073519, 6.2139644623, 0.1083993986
69, 19.224, 0.0840860009, 0.0162067357, 0.0000880640, 6.2304010391, 0.1003808007
70, 19.588, 0.0837163255, 0.0161788240, 0.0000890272, 6.3023223877, 0.0999841765
71, 19.940, 0.0862214267, 0.0161515437, 0.0001197954, 6.3829360008, 0.1024927720
72, 20.309, 0.0904474929, 0.0160449911, 0.0001261559, 6.3442025185, 0.1066186354
73, 20.810, 0.0856573284, 0.0157794524, 0.0001022646, 6.2969956398, 0.1015390456
74, 21.347, 0.0845319405, 0.0155736990, 0.0001041737, 6.2748003006, 0.1002098173
75, 21.754, 0.0752961636, 0.0155325569, 0.0000967002, 6.2654433250, 0.0909254178
76, 22.151, 0.0820154324, 0.0155228348, 0.0000908871, 6.3060159683, 0.0976291597
77, 22.398, 0.0813277513, 0.0154499058, 0.0000900286, 6.3014354706, 0.0968676805
78, 22.641, 0.0809025690, 0.0153861344, 0.0000836733, 6.2929768562, 0.0963723734
79, 22.879, 0.0777590200, 0.0152929192, 0.0000823140, 6.3002285957, 0.0931342542
80, 23.121, 0.0757492110, 0.0152021451, 0.0000797765, 6.3417787552, 0.0910311267
81, 23.372, 0.0780920833, 0.0150812222, 0.0000790469, 6.2998661995, 0.0932523459
82, 23.629, 0.0762152374, 0.0149741787, 0.0000862853, 6.2547812462, 0.0912756994
83, 23.823, 0.0766143203, 0.0148996189, 0.0000897311, 6.3223519325, 0.0916036665
84, 24.042, 0.0751638338, 0.0147804664, 0.0000890668, 6.2863006592, 0.0900333673
85, 24.246, 0.0759640187, 0.0146856625, 0.0000830960, 6.2785072327, 0.0907327756
86, 24.479, 0.0748874471, 0.0146837337, 0.0000787883, 6.2992563248, 0.0896499678
87, 24.726, 0.0749540254, 0.0146643538, 0.0000800082, 6.2983450890, 0.0896983892
88, 24.949, 0.0742738619, 0.0146348886, 0.0000858028, 6.2976675034, 0.0889945477
